meal,content,serving_size,calories_per_portion
"SUNSHINE,CHEEZ-IT,SNACK MIX",carbohydrt,,438
"SUNSHINE,CHEEZ-IT,SNACK MIX,WHITE CHEDDAR",carbohydrt,,473
"SUNSHINE,CHEEZ-IT,WHITE CHEDDAR,RED FAT CRACKERS",carbohydrt,,443
"SUNSHINE,GRIPZ,CHEEZ-IT CRACKERS",carbohydrt,,491
"SUNSHINE,GRIPZ,CHEEZ-IT MIXX & CHEESY PIZZA CRACKERS",carbohydrt,,484
"SUNSHINE,KRISPY,SOUP & OYSTER CRACKERS (LARGE)",carbohydrt,,416
"SUPPER BAKES MEAL KITS,CREAMY STROGANOFF SAU W/ PASTA",carbohydrt,,147
"SUPPER BAKES MEAL KITS,GARLIC CHICK W/ PASTA",carbohydrt,,220
"SUPPER BAKES MEAL KITS,HERB CHICK W/ RICE",carbohydrt,,197
"SUPPER BAKES MEAL KITS,LEMON CHICK W/ HERB RICE",carbohydrt,,210
"SUPPER BAKES MEAL KITS,SOUTHWESTERN-STYLE CHICK W/RICE",carbohydrt,1 serving,189
"SUPPER BAKES MEAL,CHEESY CHICK W/ PASTA (CHICK NOT INCLUDED)",carbohydrt,,198
"SUPPER BAKES MEAL,CHICK W/ STUFFING (CHICK NOT INCLUDED)",carbohydrt,1 box,190
"SUPPER MEAL KITS,SAVORY PORK CHOPS W/ HERB STUFFING",carbohydrt,.167 box,181
SURIMI,protein,3 oz,99
"SWAMP CABBAGE,(SKUNK CABBAGE),RAW",carbohydrt,1 shoot,19
"SWAMP CABBAGE,CKD,BLD,DRND,W/SALT",carbohydrt,,20
"SWAMP CABBAGE,CKD,BLD,DRND,WO/SALT",carbohydrt,,20
"SWANSON BROTH,CERT ORGANIC VEG BROTH",carbohydrt,1 serving,5
"SWANSON BROTH,VEG BROTH",carbohydrt,1 serving,5
"SWANSON,CHICK & DUMPLINGS",carbohydrt,,93
"SWANSON,CHICK A LA KING",protein,,71
"SWEET POTATO LEAVES,CKD,STMD,W/ SALT",carbohydrt,,35
"SWEET POTATO LEAVES,CKD,STMD,WO/ SALT",carbohydrt,,41
"SWEET POTATO LEAVES,RAW",carbohydrt,"1 leaf,  (12-1/4"" long)",42
"SWEET POTATO PUFFS,FRZ,UNPREP",carbohydrt,,161
"SWEET POTATO,CKD,BKD IN SKN,FLESH,W/ SALT",carbohydrt,".5 cup, mashed",92
"SWEET POTATO,CKD,BKD IN SKN,FLESH,WO/ SALT",carbohydrt,1 large,90
"SWEET POTATO,CKD,BLD,WO/ SKN",carbohydrt,1 medium,76
"SWEET POTATO,CKD,BLD,WO/ SKN,W/ SALT",carbohydrt,1 medium,76
"SWEET POTATO,CKD,CANDIED,HOME-PREPARED",carbohydrt,,164
"SWEET POTATO,CND,MSHD",carbohydrt,"1 can,  (404 x 307)",101
"SWEET POTATO,CND,SYRUP PK,DRND SOL",carbohydrt,,108
"SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS",carbohydrt,"1 can,  (404 x 307)",89
"SWEET POTATO,FRZ,CKD,BKD,W/ SALT",carbohydrt,,100
"SWEET POTATO,FRZ,CKD,BKD,WO/ SALT",carbohydrt,,100
"SWEET POTATO,FRZ,UNPREP",carbohydrt,,96
"SWEET POTATO,RAW,UNPREP",carbohydrt,"1 sweetpotato,  5"" long",86
"SWEET POTATOES,FRENCH FR,CROSSCUT,FRZ,UNPREP",carbohydrt,,209
"SWEET POTATOES,FRENCH FR,FRZ,UNPREP",carbohydrt,,152
"SWEET ROLLS,CHEESE",carbohydrt,1 roll,360
"SWEET ROLLS,CINN,COMMLY PREP W/RAISINS",carbohydrt,1 large,372
"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG",carbohydrt,1 roll,333
"SWEET ROLLS,CINN,REFR DOUGH W/FRSTNG,BKD",carbohydrt,1 roll,362
"Sweetener, syrup, agave",carbohydrt,.25 cup,310
"SWEETENER,HERBAL EXTRACT PDR FROM STEVIA LEAF",carbohydrt,,0
"SWEETENERS,FOR BAKING,BROWN,CONTAINS SUGAR & SUCRALOSE",carbohydrt,1 cup,388
"SWEETENERS,FOR BAKING,CONTAINS SUGAR & SUCRALOSE",carbohydrt,1 cup,398
"SWEETENERS,SUGAR SUB,GRANULATED,BROWN",carbohydrt,1 cup,347
"SWEETENERS,TABLETOP,ASPRT,EQ,PACKETS",carbohydrt,"1 serving,  1 packet",365
"SWEETENERS,TABLETOP,FRUCTOSE,DRY,PDR",carbohydrt,1 tsp,368
"SWEETENERS,TABLETOP,FRUCTOSE,LIQ",carbohydrt,,279
"SWEETENERS,TABLETOP,SACCHARIN (SODIUM SACCHARIN)",carbohydrt,"1 serving,  1 packet SUGAR TWIN",360
"SWEETENERS,TABLETOP,SUCRALOSE,SPLENDA PACKETS",carbohydrt,,336
"SWEETPOTATO,CND,VACUUM PK",carbohydrt,"1 cup, pieces",91
SWISSWURST  PORK & BF  W/ SWISS CHS  SMOKED,protein,,307
"SWORDFISH,COOKED,DRY HEAT",protein,1 piece,172
"SWORDFISH,RAW",protein,"1 piece,  (4-1/2"" x 2-1/8"" x 7/8"")",144
"SYRUP,CANE",carbohydrt,,269
"SYRUP,MAPLE,CANADIAN",carbohydrt,,270
"SYRUPS,CHOC,FUDGE-TYPE",carbohydrt,2 tbsp,350
"SYRUPS,CHOC,HERSHEY'S GENUINE CHOC FLAV LITE SYRUP",carbohydrt,,153
"SYRUPS,CHOC,HERSHEY'S SUGAR FREE,GENUINE CHOC FLAV,LITE SYRU",carbohydrt,,43
"SYRUPS,CORN,DK",carbohydrt,1 tbsp,286
"SYRUPS,CORN,HIGH-FRUCTOSE",carbohydrt,1 tbsp,281
"SYRUPS,CORN,LT",carbohydrt,1 tbsp,283
"SYRUPS,DIETETIC",carbohydrt,1 tbsp,40
"SYRUPS,GRENADINE",carbohydrt,1 tsp,268
"SYRUPS,MALT",carbohydrt,1 tbsp,318
"SYRUPS,MAPLE",carbohydrt,"1 serving, 1/4 cup",260
"SYRUPS,SORGHUM",carbohydrt,1 tbsp,290
"SYRUPS,TABLE BLENDS,CANE&15% MAPLE",carbohydrt,1 tbsp,278
"SYRUPS,TABLE BLENDS,CORN,REFINER,&SUGAR",carbohydrt,1 tbsp,319
"SYRUPS,TABLE BLENDS,PANCAKE",carbohydrt,1 tbsp,234
"SYRUPS,TABLE BLENDS,PANCAKE,RED-CAL",carbohydrt,1 tbsp,165
"SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE",carbohydrt,"1 serving, 1/4 cup",265
"SYRUPS,TABLE BLENDS,PANCAKE,W/2% MAPLE,W/ K",carbohydrt,1 tbsp,265
"SYRUPS,TABLE BLENDS,PANCAKE,W/BUTTER",carbohydrt,1 cup,296
"T.G.I. FRIDAY'S, classic sirloin steak (10 oz)",protein,,196
"T.G.I. FRIDAY'S, fried mozzarella",carbohydrt,1 serving,333
"T.G.I. FRIDAY'S,CHICK FINGERS",protein,,325
"T.G.I. FRIDAY'S,CHICK FINGERS,FROM KIDS' MENU",protein,1 serving,330
"T.G.I. FRIDAY'S,FRENCH FR",carbohydrt,,296
"T.G.I. FRIDAY'S,FRIDAY'S SHRIMP,BREADED",carbohydrt,,302
"T.G.I. FRIDAY'S,MACARONI & CHS,FROM KID'S MENU",carbohydrt,1 serving,121
"TACO BELL,BEAN BURRITO",carbohydrt,,209
"TACO BELL,BURRITO SUPREME W/ BF",carbohydrt,,183
"TACO BELL,BURRITO SUPREME W/ CHICK",carbohydrt,,179
"TACO BELL,BURRITO SUPREME W/ STEAK",carbohydrt,,183
"TACO BELL,NACHOS",carbohydrt,,350
"TACO BELL,NACHOS SUPREME",carbohydrt,,223
"TACO BELL,ORIGINAL TACO W/ BF,CHS & LETTUCE",carbohydrt,,229
"TACO BELL,SOFT TACO W/ BF,CHS & LETTUCE",carbohydrt,,206
"TACO BELL,SOFT TACO W/ CHICK,CHS & LETTUCE",carbohydrt,,189
"TACO BELL,SOFT TACO W/ STEAK",carbohydrt,,225
"TACO BELL,TACO SALAD",carbohydrt,,170
"TACO SHELLS, BAKED",carbohydrt,1 taco,476
"TACO SHELLS,BKD,WO/ SALT",carbohydrt,"1 medium,  (approx 5"" dia)",468
TAMALES (NAVAJO),carbohydrt,,153
"TAMALES,MASA & PORK FILLING (HOPI)",carbohydrt,,168
"TAMARIND NECTAR,CND",carbohydrt,,57
"TAMARINDS,RAW",carbohydrt,"1 fruit,  (3"" x 1"")",239
"TANGERINE JUC,CND,SWTND",carbohydrt,1 fl oz,50
"TANGERINE JUICE,RAW",carbohydrt,1 fl oz,43
"TANGERINES,(MANDARIN ORANGES),CND,JUC PK",carbohydrt,,37
"TANGERINES,(MANDARIN ORANGES),CND,JUC PK,DRND",carbohydrt,,38
"TANGERINES,(MANDARIN ORANGES),CND,LT SYRUP PK",carbohydrt,,61
"TANGERINES,(MANDARIN ORANGES),RAW",carbohydrt,"1 small,  (2-1/4"" dia)",53
"TAPIOCA,PEARL,DRY",carbohydrt,,358
"TAQUITOS,FRZ,BF & CHS,OVEN-HEATED",carbohydrt,,287
"TAQUITOS,FRZ,CHICK & CHS,OVEN-HEATED",carbohydrt,,284
TARO CHIPS,carbohydrt,10 chips,498
"TARO LEAVES,CKD,STMD,WO/SALT",carbohydrt,,24
"TARO LEAVES,RAW",carbohydrt,"1 leaf,  (11"" x 6-1/2"")",42
"TARO SHOOTS,CKD,WO/SALT",carbohydrt,,14
"TARO SHOOTS,RAW",carbohydrt,1 shoot,11
"TARO,COOKED,WITH SALT",carbohydrt,,142
"TARO,COOKED,WITHOUT SALT",carbohydrt,,142
"TARO,LEAVES,CKD,STMD,W/SALT",carbohydrt,,24
"TARO,RAW",carbohydrt,,112
"TARO,SHOOTS,CKD,W/SALT",carbohydrt,,14
"TARO,TAHITIAN,CKD,W/SALT",carbohydrt,,44
"TARO,TAHITIAN,CKD,WO/SALT",carbohydrt,,44
"TARO,TAHITIAN,RAW",carbohydrt,,44
"TEA,BLACK,BREWED,PREP W/ DISTILLED H2O",carbohydrt,6 fl oz,1
"TEA,BLACK,BREWED,PREP W/ TAP H2O",carbohydrt,6 fl oz,1
"TEA,BLACK,BREWED,PREP W/ TAP H2O,DECAFFEINATED",carbohydrt,6 fl oz,1
"TEA,HERB,CHAMOMILE,BREWED",carbohydrt,6 fl oz,1
"TEA,HERB,OTHER THAN CHAMOMILE,BREWED",carbohydrt,6 fl oz,1
"TEA,HERBAL,BREWED,HOHOYSI (HOPI)",protein,,2
"TEA,INST,SWTND W/ NON-NUTRITIVE SWTNR,LEMON-FLAVORED,PREP",carbohydrt,6 fl oz,2
"TEA,INST,SWTND W/ NON-NUTRSWTNR,LEMON-FLAVOR,PDR,DECAFFE",carbohydrt,,338
"TEA,INST,SWTND W/NA SACCHARIN,LEMON-FLAVORED,PDR",carbohydrt,"4 tbsp,  (1/4 cup)",338
"TEA,INST,SWTND W/SUGAR,LEMN-FLAV,WO/ VIT C,PDR,DECAFFEINATED",carbohydrt,1 cup,401
"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,W/ VIT C,PDR",carbohydrt,1 cup,385
"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR",carbohydrt,1 cup,401
"TEA,INST,SWTND W/SUGAR,LEMON-FLAVORED,WO/ VIT C,PDR,PREP",carbohydrt,,35
"TEA,INST,UNSWTND,LEMON-FLAVORED,PDR",carbohydrt,"2 tbsp,  rounded",345
"TEA,INST,UNSWTND,PDR",carbohydrt,,315
"TEA,INST,UNSWTND,PDR,DECAFFEINATED",carbohydrt,,315
"TEA,INST,UNSWTND,PDR,PREP",carbohydrt,6 fl oz,1
"TEA,RTD,ARIZONA ICED TEA,W/ LEMON FLAVOR",carbohydrt,"1 serving,  8 fl oz",39
"TEA,RTD,LIPTON BRISK ICED TEA,W/ LEMON FLAVOR",carbohydrt,"1 serving,  8 fl oz",35
"TEA,RTD,NESTLE,COOL NESTEA ICE TEA LEMON FLAVOR",carbohydrt,"1 serving,  8 fl oz",36
"TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE",protein,,1
"TEA,TUNDRA,HERB & LABORADOR COMBINATION (ALASKA NATIVE)",carbohydrt,,1
"TEFF,CKD",carbohydrt,,101
"TEFF,UNCKD",carbohydrt,,367
TEMPEH,protein,,193
"TEMPEH,CKD",protein,,196
"TENNIS BREAD,PLN (APACHE)",carbohydrt,,258
"THURINGER,CERVELAT,SMMR SAUSAGE,BF,PORK",protein,,362
"THYME,FRSH",carbohydrt,.5 tsp,101
"TILEFISH,COOKED,DRY HEAT",protein,3 oz,147
"TILEFISH,RAW",protein,.5 fillet,96
"TKY,STUFFING,MSHD POTATO W/GRAVY,ASSORTED VEG,FRZ,MICROWAVE",carbohydrt,1 package,128
"TOASTER PASTRIES,BROWN-SUGAR-CINNAMON",carbohydrt,1 pastry,370
"TOASTER PASTRIES,FRUIT",carbohydrt,1 pastry,388
"TOASTER PASTRIES,FRUIT,FRSTD",carbohydrt,1 oz,385
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY",carbohydrt,,412
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN",carbohydrt,,438
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD BLUEBERRY",carbohydrt,,391
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",carbohydrt,,397
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",carbohydrt,,384
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY",carbohydrt,,399
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY",carbohydrt,,390
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",carbohydrt,,392
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,STRAWBERRY",carbohydrt,,398
"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TRTS,FRSTD BR SGR CIN",carbohydrt,,417
"TOASTER PASTRIES,KELLOGG,KELLOG'S POP TARTS,FRSTD STRAWBERRY",carbohydrt,,390
"TODDL FORM,ME JOHN,ENFA,PREM (FORME ENL,LIPIL,NEXT STEP),PDR",carbohydrt,,501
"TODDLER FORMULA, MEAD JOHNSON, ENFAGROW PREMIUM, RTF",carbohydrt,,64
TOFU YOGURT,carbohydrt,,94
"TOFU,DRIED-FROZEN (KOYADOFU)",protein,,480
"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE",protein,,472
"TOFU,EX FIRM,PREP W/NIGARI",protein,,91
"TOFU,FIRM,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",protein,.25 block,70
"TOFU,FRIED",protein,1 piece,271
"TOFU,FRIED,PREP W/CA SULFATE",protein,,271
"TOFU,HARD,PREP W/NIGARI",protein,,146
"TOFU,RAW,FIRM,PREP W/CA SULFATE",protein,.25 block,145
"TOFU,RAW,REG,PREP W/CA SULFATE",protein,.25 block,76
"TOFU,SALTED&FERMENTED (FUYU)",protein,,116
"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE",protein,,116
"TOFU,SOFT,PREP W/CA SULFATE&MAGNESIUM CHLORIDE (NIGARI)",protein,"1 cup,  (1/2"" cubes)",61
"TOMATILLOS,RAW",carbohydrt,".5 cup, chopped or diced",32
"TOMATO JUC,CND,W/SALT",carbohydrt,6 fl oz,17
"TOMATO JUC,CND,WO/ SALT ADDED",carbohydrt,1 fl oz,17
TOMATO POWDER,carbohydrt,,302
"TOMATO PRODUCTS,CND,PASTE,W/SALT",carbohydrt,1 cup,82
"TOMATO PRODUCTS,CND,PASTE,WO/ SALT ADDED",carbohydrt,1 cup,82
"TOMATO PRODUCTS,CND,PUREE,W/SALT",carbohydrt,"1 can,  (29 oz) (401 x 411)",38
"TOMATO PRODUCTS,CND,PUREE,WO/SALT",carbohydrt,"1 can,  (29 oz) (401 x 411)",38
"TOMATO PRODUCTS,CND,SAU",carbohydrt,,24
"TOMATO PRODUCTS,CND,SAU,SPANISH STYLE",carbohydrt,"1 can,  15 oz (303 x 406)",33
"TOMATO PRODUCTS,CND,SAU,W/HERBS&CHS",carbohydrt,"1 can,  15 oz (303 x 406)",59
"TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS",carbohydrt,,35
"TOMATO PRODUCTS,CND,SAU,W/ONIONS",carbohydrt,,42
"TOMATO PRODUCTS,CND,SAU,W/ONIONS,GRN PEPPERS,&CELERY",carbohydrt,"1 can,  15 oz (303 x 406)",41
"TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS",carbohydrt,"1 can,  15 oz (303 x 406)",32
"TOMATO SAU,CND,NO SALT ADDED",carbohydrt,,24
"TOMATO&VEG JUC,LO NA",carbohydrt,1 fl oz,22
"TOMATOES,CRUSHED,CANNED",carbohydrt,,32
"TOMATOES,GREEN,RAW",carbohydrt,1 large,23
"TOMATOES,ORANGE,RAW",carbohydrt,1 tomato,16
"TOMATOES,RED,RIPE,CKD",carbohydrt,2 medium,18
"TOMATOES,RED,RIPE,CKD,STWD",carbohydrt,"1 recipe,  yield",79
"TOMATOES,RED,RIPE,CKD,W/ SALT",carbohydrt,.5 cup,18
"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC",carbohydrt,1 tbsp,16
"TOMATOES,RED,RIPE,CND,PACKED IN TOMATO JUC,NO SALT ADDED",carbohydrt,1 tbsp,16
"TOMATOES,RED,RIPE,CND,STWD",carbohydrt,,26
"TOMATOES,RED,RIPE,CND,W/GRN CHILIES",carbohydrt,,15
"TOMATOES,RED,RIPE,RAW,YEAR RND AVERAGE",carbohydrt,"1 cup, chopped or sliced",18
"TOMATOES,SUN-DRIED",carbohydrt,1 piece,258
"TOMATOES,SUN-DRIED,PACKED IN OIL,DRND",carbohydrt,1 piece,213
"TOMATOES,YELLOW,RAW",carbohydrt,1 tomato,15
"TOPPINGS,BUTTERSCOTCH OR CARAMEL",carbohydrt,,252
"TOPPINGS,MARSHMLLW CRM",carbohydrt,1 jar,322
"TOPPINGS,NUTS IN SYRUP",carbohydrt,2 tbsp,448
"TOPPINGS,PINEAPPLE",carbohydrt,2 tbsp,253
"TOPPINGS,STRAWBERRY",carbohydrt,1 serving,254
"TORTELLINI,PASTA W/ CHS FILLING,FRESH-REFRIGERATED",carbohydrt,,307
"Tortilla chips, yellow, plain, salted",carbohydrt,,497
"TORTILLA CHIPS,LOFAT,BKD WO/FAT",carbohydrt,,415
"TORTILLA CHIPS,LOFAT,UNSALTED",carbohydrt,,416
"TORTILLA CHIPS,PLAIN",carbohydrt,1 bag,472
"TORTILLA CHIPS,TACO-FLAVOR",carbohydrt,"1 bag,  (8 oz)",480
"TORTILLA,BLUE CORN,SAKWAVIKAVIKI (HOPI)",carbohydrt,,276
"TORTILLA,INCL PLN & FROM MUTTON SNDWCH (NAVAJO)",carbohydrt,,237
"TORTILLAS,RTB OR -FRY,CORN",carbohydrt,1 enchilada,218
"TORTILLAS,RTB OR -FRY,CORN,WO/ SALT",carbohydrt,"1 tortilla,  medium (approx 6"" dia)",222
"TORTILLAS,RTB OR -FRY,FLR,REFR",carbohydrt,1 oz,293
"TORTILLAS,RTB OR -FRY,FLR,SHELF STABLE",carbohydrt,1 package,297
"TORTILLAS,RTB OR -FRY,FLR,WO/ CA",carbohydrt,"1 tortilla,  medium (approx 6"" dia)",325
"TORTILLAS,RTB OR -FRY,WHL WHEAT",carbohydrt,,310
"TOSTADA SHELLS,CORN",carbohydrt,"3 pieces,  (mean serving weight, aggregated over brands)",474
TOSTADA WITH GUACAMOLE,carbohydrt,,138
"TRAIL MIX,REG,UNSALTED",carbohydrt,1 oz,462
"TRAIL MIX,REG,W/CHOC CHIPS,SALTED NUTS&SEEDS",carbohydrt,1 oz,484
"TRAIL MIX,REG,W/CHOC CHIPS,UNSALTED NUTS&SEEDS",carbohydrt,1 oz,484
"TRAIL MIX,REGULAR",carbohydrt,1 oz,462
"TRAIL MIX,TROPICAL",carbohydrt,1 oz,442
"TREE FERN,CKD,W/SALT",carbohydrt,".5 cup, chopped or diced",40
"TREE FERN,CKD,WO/SALT",carbohydrt,"1 frond,  (6-1/2"" long)",40
TRITICALE,carbohydrt,,336
"TRITICALE FLR,WHOLE-GRAIN",carbohydrt,,338
"TROUT,MIXED SPECIES,RAW",protein,3 oz,148
"TROUT,MXD SP,CKD,DRY HEAT",protein,3 oz,190
"TROUT,RAINBOW,FARMED,CKD,DRY HEAT",protein,3 oz,168
"TROUT,RAINBOW,FARMED,RAW",protein,3 oz,141
"TROUT,RAINBOW,WILD,CKD,DRY HEAT",protein,3 oz,150
"TROUT,RAINBOW,WILD,RAW",protein,1 fillet,119
"TSTR PSTRS,FRT,TSTD (INCL APPL,BLUEBERRY,CHERRY,STRAWBERRY)",carbohydrt,,409
"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TARTS,FRSTD STRAWBERRY",carbohydrt,,363
"TSTR PSTRS,KELLOGG,KELLOGG'S LF POP TRTS,FRSTD BRWN SGR CINN",carbohydrt,,366
TUNA SALAD,protein,1 cup,187
"TUNA,FRESH,BLUEFIN,RAW",protein,,144
"TUNA,FRESH,SKIPJACK,RAW",protein,.5 fillet,103
"TUNA,FRESH,YELLOWFIN,RAW",protein,"1 cubic inch, boneless",109
"TUNA,FRSH,BLUEFIN,CKD,DRY HEAT",protein,,184
"TUNA,LT,CND IN H2O,WO/SALT,DRND SOL",protein,1 can,116
"TUNA,LT,CND IN OIL,DRND SOL",protein,1 oz,198
"TUNA,LT,CND IN OIL,WO/SALT,DRND SOL",protein,1 can,198
"TUNA,SKIPJACK,FRSH,CKD,DRY HEAT",protein,.5 fillet,132
"TUNA,WHITE,CND IN H2O,DRND SOL",protein,1 can,128
"TUNA,WHITE,CND IN H2O,WO/SALT,DRND SOL",protein,1 can,128
"TUNA,WHITE,CND IN OIL,DRND SOL",protein,1 can,186
"TUNA,WHITE,CND IN OIL,WO/SALT,DRND SOL",protein,1 can,186
"TUNA,YELLOWFIN,FRSH,CKD,DRY HEAT",protein,,130
"TURBOT,EUROPEAN,CKD,DRY HEAT",protein,.5 fillet,122
"TURBOT,EUROPEAN,RAW",protein,.5 fillet,95
TURKEY  WHITE  ROTISSERIE  DELI CUT,protein,,112
"TURKEY AND GRAVY,FROZEN",protein,"1 package,  (net weight, 5 oz)",67
"TURKEY BACON,MICROWAVED",protein,1 raw pr g,368
"TURKEY BACON,UNPREP",protein,"1 slice, 12 oz pkg",224
"TURKEY BREAST,LO SALT,PREPACKAGED OR DELI,LUNCHEON MEAT",protein,"1 slice, NFS",116
"TURKEY BREAST,PRE-BASTED,MEAT&SKN,CKD,RSTD",protein,".5 breast, bone removed",126
"TURKEY BREAST,SLICED,OVEN RSTD,LUNCHEON MEAT",protein,"1 slice,  (3-1/2"" square; 8 per 6 oz package)",104
"TURKEY BREAST,SLICED,PREPACKAGED",protein,,100
"TURKEY FROM WHL,ENHANCED,LT MEAT,MEAT & SKN,CKD,RSTD",protein,1 lb,157
"TURKEY FROM WHL,ENHANCED,LT MEAT,MEAT & SKN,RAW",protein,1 lb,147
"TURKEY FROM WHL,ENHANCED,LT MEAT,MEAT ONLY,CKD,RSTD",protein,,127
"TURKEY FROM WHL,ENHANCED,LT MEAT,MEAT ONLY,RAW",protein,,101
"TURKEY FROM WHL,LT MEAT,MEAT & SKN,CKD,RSTD",protein,,177
"TURKEY FROM WHL,LT MEAT,MEAT & SKN,RAW",protein,1 lb,161
"TURKEY FROM WHL,LT MEAT,RAW",protein,,114
"TURKEY FROM WHL,NECK,MEAT ONLY,CKD,SIMMRD",protein,,162
"TURKEY FROM WHL,NECK,MEAT ONLY,RAW",protein,1 lb,125
"Turkey from whole, dark meat, meat only, raw",protein,,108
"TURKEY HAM,CURED TURKEY THIGH MEAT",protein,1 serving,126
"TURKEY HAM,SLICED,EX LN,PREPACKAGED OR DELI-SLICED",protein,1 cubic inch,124
"TURKEY PATTIES,BREADED,BATTERED,FRIED",carbohydrt,"1 thick, slice (approx 3"" x 2"" x 3/8"")",283
"TURKEY POT PIE,FRZ ENTREE",carbohydrt,1 serving,176
"TURKEY ROLL,LT&DK MEAT",protein,2 slices,149
"TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RAW",protein,"1 box,  (net weight, 2.5 lb)",120
"TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RSTD",protein,"1 box,  (net weight, 1.72 lb)",155
"TURKEY SAUSAGE,FRSH,CKD",protein,,196
"TURKEY SAUSAGE,FRSH,RAW",protein,,155
"TURKEY SAUSAGE,RED FAT,BROWN&SERVE,CKD",protein,,204
"TURKEY STKS,BREADED,BATTERED,FRIED",carbohydrt,,279
"TURKEY THIGH,PRE-BASTED,MEAT&SKN,CKD,RSTD",protein,"1 thigh, bone removed",157
"TURKEY&PORK SAUSAGE,FRSH,BULK,PATTY OR LINK,CKD",protein,1 oz,307
"TURKEY,ALL CLASSES,BACK,MEAT&SKN,CKD,RSTD",protein,".5 back, bone removed",244
"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,CKD,RSTD",protein,".5 breast, bone removed",189
"TURKEY,ALL CLASSES,BREAST,MEAT&SKN,RAW",protein,".5 breast, bone removed",157
"TURKEY,ALL CLASSES,LEG,MEAT&SKN,CKD,RSTD",protein,"1 leg, bone removed",208
"TURKEY,ALL CLASSES,LEG,MEAT&SKN,RAW",protein,"1 leg, bone removed",144
"TURKEY,ALL CLASSES,LT MEAT,CKD,RSTD",protein,,147
"TURKEY,ALL CLASSES,WING,MEAT&SKN,CKD,RSTD",protein,"1 wing, bone removed",229
"TURKEY,ALL CLASSES,WING,MEAT&SKN,RAW",protein,"1 wing, bone removed",197
"TURKEY,BACK,FROM WHL BIRD,ENHANCED,MEAT & SKN,RAW",protein,1 back,206
"TURKEY,BACK,FROM WHL BIRD,ENHANCED,MEAT & SKN,RSTD",protein,1 back,205
"TURKEY,BACK,FROM WHL BIRD,ENHANCED,MEAT ONLY,RAW",protein,1 back,114
"TURKEY,BACK,FROM WHL BIRD,ENHANCED,MEAT ONLY,RSTD",protein,1 back,127
"TURKEY,BACK,FROM WHL BIRD,NON-ENHANCED,MEAT ONLY,RAW",protein,1 back,113
"TURKEY,BACK,FROM WHL BIRD,NON-ENHANCED,MEAT ONLY,RSTD",protein,1 back,173
"TURKEY,BREAST,FROM WHL BIRD,ENHANCED,MEAT ONLY,RAW",protein,1 breast,101
"TURKEY,BREAST,FROM WHL BIRD,ENHANCED,MEAT ONLY,RSTD",protein,1 breast,127
"TURKEY,BREAST,FROM WHL BIRD,NON-ENHANCED,MEAT ONLY,RAW",protein,1 breast,114
"TURKEY,BREAST,FROM WHL BIRD,NON-ENHANCED,MEAT ONLY,RSTD",protein,1 breast,147
"TURKEY,BREAST,SMOKED,LEMON PEPPER FLAVOR,97% FAT-FREE",protein,,95
"TURKEY,CND,MEAT ONLY,W/BROTH",protein,"1 can,  (5 oz)",169
"TURKEY,DICED,LT&DK MEAT,SEASONED",protein,.5 lb,138
"TURKEY,DK MEAT FROM WHL,ENHANCED,MEAT ONLY,RAW",protein,,114
"TURKEY,DK MEAT FROM WHL,MEAT & SKN,CKD,RSTD",protein,,206
"TURKEY,DK MEAT,MEAT & SKN,RAW",protein,1 lb,161
"TURKEY,DRUMSTK,FROM WHL BIRD,ENHANCED,MEAT ONLY,RAW",protein,1 drumstick,114
"TURKEY,DRUMSTK,FROM WHL BIRD,ENHANCED,MEAT ONLY,RSTD",protein,1 drumstick,158
