meal,content,serving_size,calories_per_portion
"SOUP,CRM OF CHICK,CND,PREP W/ EQ VOLUME MILK",carbohydrt,1 fl oz,77
"SOUP,CRM OF CHICK,DRY,MIX,PREP W/ H2O",carbohydrt,1 fl oz,41
"SOUP,CRM OF MUSHROOM,CND,COND",carbohydrt,,79
"SOUP,CRM OF MUSHROOM,CND,COND,RED NA",carbohydrt,,52
"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",carbohydrt,1 fl oz,39
"SOUP,CRM OF MUSHROOM,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",carbohydrt,1 fl oz,64
"SOUP,CRM OF MUSHROOM,LO NA,RTS,CND",carbohydrt,"1 can,  (10.75 oz)",53
"SOUP,CRM OF ONION,CND,COND",carbohydrt,"1 can,  (10.75 oz)",88
"SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.75 oz), prepared",44
"SOUP,CRM OF ONION,CND,PREP W/ EQ VOLUME MILK",carbohydrt,"1 can,  (10.75 oz), prepared",75
"SOUP,CRM OF POTATO,CND,COND",carbohydrt,,74
"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.75 oz), prepared",30
"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK",carbohydrt,"1 can,  (10.75 oz), prepared",60
"SOUP,CRM OF SHRIMP,CND,COND",carbohydrt,"1 can,  (10.75 oz)",72
"SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.75 oz), prepared",36
"SOUP,CRM OF SHRIMP,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",carbohydrt,1 fl oz,61
"SOUP,CRM OF VEG,DRY,PDR",carbohydrt,,446
"SOUP,EGG DROP,CHINESE RESTAURANT",carbohydrt,,27
"SOUP,ESCAROLE,CND,RTS",carbohydrt,"1 can,  (19.5 oz)",11
"SOUP,FISH,HOMEMADE (ALASKA NATIVE)",protein,,72
"SOUP,HEALTHY CHOIC CHICK & RICE SOUP,CND",carbohydrt,,37
"SOUP,HEALTHY CHOIC CHICK NOODLE SOUP,CND",carbohydrt,,41
"SOUP,HEALTHY CHOIC GARDEN VEG SOUP,CND",carbohydrt,,51
"SOUP,HOT & SOUR,CHINESE RESTAURANT",carbohydrt,,39
"SOUP,LENTIL W/HAM,CND,RTS",carbohydrt,"1 can,  (20 oz)",56
"SOUP,MINESTRONE,CND,CHUNKY,RTS",carbohydrt,"1 can,  (19 oz)",53
"SOUP,MINESTRONE,CND,COND",carbohydrt,"1 can,  (10.5 oz)",68
"SOUP,MINESTRONE,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.5 oz), prepared",34
"SOUP,MINESTRONE,CND,RED NA,RTS",carbohydrt,,50
"SOUP,MUSHROOM BARLEY,CND,COND",carbohydrt,"1 can,  (10.75 oz)",61
"SOUP,MUSHROOM BARLEY,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.75 oz), prepared",30
"SOUP,MUSHROOM W/ BF STOCK,CND,COND",carbohydrt,"1 can,  (10.75 oz)",68
"SOUP,MUSHROOM W/ BF STOCK,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.75 oz), prepared",35
"SOUP,ONION,CND,COND",carbohydrt,"1 can,  (10.5 oz)",46
"SOUP,ONION,DRY,MIX",carbohydrt,1 packet,293
"SOUP,ONION,DRY,MIX,PREP W/ H2O",carbohydrt,1 fl oz,12
"SOUP,OYSTER STEW,CND,COND",carbohydrt,"1 can,  (10.5 oz)",48
"SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.5 oz), prepared",24
"SOUP,OYSTER STEW,CND,PREP W/ EQ VOLUME MILK",carbohydrt,"1 can,  (10.5 oz), prepared",55
"SOUP,PEA,GRN,CND,COND",carbohydrt,"1 can,  (11.2 oz)",125
"SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME H2O",carbohydrt,1 fl oz,61
"SOUP,PEA,GRN,CND,PREP W/ EQ VOLUME MILK",carbohydrt,"1 can,  (11.25 oz), prepared",94
"SOUP,PEA,LO NA,PREP W/ EQ VOLUME H2O",carbohydrt,1 fl oz,62
"SOUP,PEA,SPLIT W/ HAM,CND,COND",carbohydrt,"1 can,  (11.5 oz)",141
"SOUP,PEA,SPLIT W/ HAM,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (11.5 oz), prepared",75
"SOUP,PEA,SPLIT W/HAM,CND,CHUNKY,RTS",carbohydrt,"1 can,  (19 oz)",77
"SOUP,PEPPERPOT,CND,COND",carbohydrt,"1 can,  (10.5 oz)",84
"SOUP,POTATO HAM CHOWDER,CHUNKY,RTS,SINGLE BRAND",carbohydrt,"1 package,  yields",80
"SOUP,RAMEN NOODLE,ANY FLAVOR,DRY",carbohydrt,1 packet,440
"SOUP,RAMEN NOODLE,BF FLAVOR,DRY",carbohydrt,1 packet,441
"SOUP,RAMEN NOODLE,CHICK FLAVOR,DRY",carbohydrt,1 packet,439
"SOUP,RAMEN NOODLE,DRY,ANY FLAVOR,RED FAT,RED NA",carbohydrt,,350
"SOUP,SCOTCH BROTH,CND,COND",carbohydrt,"1 can,  (10.5 oz)",66
"SOUP,SHARK FIN,REST-PREP",carbohydrt,,46
"SOUP,SIRLOIN BURGER W/VEG,RTS,SINGLE BRAND",carbohydrt,"1 package,  yields",77
"SOUP,SPLIT PEA W/ HAM,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND",carbohydrt,"1 package,  yields",76
"SOUP,SPLIT PEA W/HAM&BACON,CND,COND,SINGLE BRAND",carbohydrt,"1 package,  yields",140
"SOUP,STOCK,BEEF,HOME-PREPARED",protein,,13
"SOUP,STOCK,CHICK,HOME-PREPARED",carbohydrt,,36
"SOUP,STOCK,FISH,HOME-PREPARED",protein,,16
"SOUP,SWANSON CHICK BROTH 99% FAT FREE",protein,,4
"SOUP,TOMATO BF W/ NOODLE,CND,COND",carbohydrt,"1 can,  (10.75 oz)",112
"SOUP,TOMATO BF W/ NOODLE,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.75 oz), prepared",56
"SOUP,TOMATO BISQUE,CND,COND",carbohydrt,"1 can,  (11 oz), undiluted",96
"SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (11 oz), prepared",50
"SOUP,TOMATO BISQUE,CND,PREP W/ EQ VOLUME MILK",carbohydrt,"1 can,  (11 oz), prepared",79
"SOUP,TOMATO RICE,CND,COND",carbohydrt,"1 can,  (11 oz), undiluted",93
"SOUP,TOMATO RICE,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (11 oz), prepared",47
"SOUP,TOMATO,CND,COND",carbohydrt,1 can,66
"SOUP,TOMATO,CND,COND,RED NA",carbohydrt,"1 can, 10.7 oz",65
"SOUP,TOMATO,CND,PREP W/ EQ VOLUME LOFAT (2%) MILK",carbohydrt,1 fl oz,55
"SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM",carbohydrt,1 fl oz,30
"SOUP,TOMATO,DRY,MIX,PREP W/ H2O",carbohydrt,,38
"SOUP,TOMATO,LO NA,W/H2O",carbohydrt,1 fl oz,30
"SOUP,TURKEY NOODLE,CND,PREP W/ EQ VOLUME H2O",carbohydrt,1 fl oz,28
"SOUP,TURKEY VEG,CND,PREP W/ EQ VOLUME H2O",carbohydrt,1 fl oz,30
"SOUP,TURKEY,CHUNKY,CND,RTS",carbohydrt,"1 can,  (18.75 oz)",57
"SOUP,VEG BF,CND,COND",carbohydrt,"1 can,  (10.75 oz)",63
"SOUP,VEG BF,CND,COND,SINGLE BRAND",carbohydrt,"1 package,  yields",53
"SOUP,VEG BF,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.75 oz), prepared",31
"SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND",protein,"1 package,  yields",44
"SOUP,VEG CHICK,CND,PREP W/ H2O,LO NA",carbohydrt,,69
"SOUP,VEG SOUP,COND,LO NA,PREP W/ EQ VOLUME H2O",carbohydrt,,33
"SOUP,VEG W/ BF BROTH,CND,COND",carbohydrt,"1 can,  (10.5 oz)",66
"SOUP,VEG W/ BF BROTH,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.5 oz), prepared",33
"SOUP,VEG,CND,LO NA,COND",carbohydrt,,65
"SOUP,VEGETARIAN VEG,CND,COND",carbohydrt,"1 can,  (10.5 oz)",59
"SOUP,VEGETARIAN VEG,CND,PREP W/ EQ VOLUME H2O",carbohydrt,"1 can,  (10.5 oz), prepared",28
"SOUP,WONTON,CHINESE RESTAURANT",carbohydrt,,32
"SOUR CREAM,FAT FREE",carbohydrt,1 cup,74
"SOUR CREAM,LIGHT",carbohydrt,1 cup,136
"SOUR CREAM,REDUCED FAT",carbohydrt,1 cup,181
"SOUR CRM,IMITN,CULTURED",carbohydrt,1 cup,208
"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",carbohydrt,1 cup,178
"SOURDOCK,YOUNG LEAVES (ALASKA NATIVE)",carbohydrt,,42
"SOURSOP,RAW",carbohydrt,"1 fruit,  (7"" x 5-1/4"" dia)",66
"SOY FLOUR,DEFATTED",protein,1 tbsp,330
"SOY FLOUR,FULL-FAT,RAW",carbohydrt,1 tbsp,436
"SOY FLOUR,LOW-FAT",protein,1 tbsp,375
"SOY FLR,DEFATTED,CRUDE PROT BASIS (N X 6.25)",protein,,372
"SOY FLR,FULL-FAT,RAW,CRUDE PROT BASIS (N X 6.25)",protein,,434
"SOY FLR,FULL-FAT,RSTD",protein,,441
"SOY FLR,FULL-FAT,RSTD,CRUDE PROT BASIS (N X 6.25)",protein,,439
"SOY FLR,LOW-FAT,CRUDE PROT BASIS (N x 6.25)",protein,,369
"SOY MEAL,DEFATTED,RAW",protein,,339
"SOY MEAL,DEFATTED,RAW,CRUDE PROT BASIS (N X 6.25)",protein,,337
"SOY PROT CONC,CRUDE PROT BASIS (N X 6.25),ACID WASH",protein,,328
"SOY PROT CONC,PRODUCED BY ACID WASH",protein,,331
"SOY PROT CONC,PRODUCED BY ALCOHOL EXTRACTION",protein,,331
"SOY PROT ISOLATE,K TYPE",protein,,326
"SOY PROT ISOLATE,K TYPE,CRUDE PROT BASIS",protein,,321
SOY PROTEIN ISOLATE,protein,,338
SOY SAU MADE FROM HYDROLYZED VEG PROT,carbohydrt,1 tsp,60
SOY SAU MADE FROM SOY (TAMARI),protein,1 tsp,60
SOY SAU MADE FROM SOY&WHEAT (SHOYU),protein,1 tsp,53
"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA",protein,1 tsp,57
"SOY SAU,RED NA,MADE FROM HYDROLYZED VEG PROT",carbohydrt,1 tsp,90
"SOYBEAN,CURD CHEESE",protein,,151
"SOYBEANS,GREEN,RAW",protein,,147
"SOYBEANS,GRN,CKD,BLD,DRND,W/SALT",protein,,141
"SOYBEANS,GRN,CKD,BLD,DRND,WO/SALT",protein,,141
"SOYBEANS,MATURE CKD,BLD,WO/SALT",protein,1 tbsp,173
"SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",protein,,173
"SOYBEANS,MATURE SEEDS,DRY RSTD",protein,,451
"SOYBEANS,MATURE SEEDS,RAW",protein,,446
"SOYBEANS,MATURE SEEDS,RSTD,SALTED",protein,,471
"SOYBEANS,MATURE SEEDS,RSTED,NO SALT ADDED",protein,,471
"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED",protein,,125
"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED,W/SALT",protein,,125
"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD",protein,,81
"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT",protein,,81
"SOYBEANS,MATURE SEEDS,SPROUTED,RAW",protein,10 sprouts,122
"SOYMILK (ALL FLAVORS),ENHANCED",carbohydrt,,45
"SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D",carbohydrt,,43
"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D",carbohydrt,,28
"SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D",protein,,33
"SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D",carbohydrt,,47
"SOYMILK,CHOC,NONFAT,W/ ADDED CA,VITAMINS A & D",carbohydrt,,44
"SOYMILK,CHOC,UNFORTIFIED",carbohydrt,1 fl oz,63
"SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D",carbohydrt,1 fl oz,63
"SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D",carbohydrt,,34
"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D",carbohydrt,,30
"SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED",carbohydrt,1 fl oz,54
"SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D",carbohydrt,1 fl oz,43
"SPAGHETTI W/ MEAT SAU,FRZ ENTREE",carbohydrt,1 oz,90
"SPAGHETTI,CKD,ENR,W/ SALT",carbohydrt,,157
"SPAGHETTI,CKD,ENR,WO/ SALT",carbohydrt,,158
"SPAGHETTI,CKD,UNENR,W/ SALT",carbohydrt,,157
"SPAGHETTI,CKD,UNENR,WO/ SALT",carbohydrt,,158
"SPAGHETTI,DRY,ENRICHED",carbohydrt,,371
"SPAGHETTI,DRY,UNENRICHED",carbohydrt,,371
"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 5.70)",carbohydrt,,164
"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 6.25)",carbohydrt,,164
"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 5.70)",carbohydrt,,375
"SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 6.25)",carbohydrt,,374
"SPAGHETTI,SPINACH,COOKED",carbohydrt,,130
"SPAGHETTI,SPINACH,DRY",carbohydrt,,372
"SPAGHETTI,W/ MEATBALLS IN TOMATO SAU,CND",carbohydrt,1 can,100
"SPAGHETTI,WHOLE-WHEAT,CKD",carbohydrt,,124
"SPAGHETTI,WHOLE-WHEAT,DRY",carbohydrt,,348
"SPAGHETTIOS,SPAGHETTIOS W/ MEATBALLS",carbohydrt,,95
"SPAGHETTIOS,SPAGHETTIOS W/ SLICED FRANKS",carbohydrt,,87
"SPANISH RICE MIX,DRY MIX,PREP (WITH CANOLA/VEGETABLE OIL BLE",carbohydrt,,125
"SPANISH RICE MIX,DRY MIX,UNPREP",carbohydrt,.33 cup,363
"SPEARMINT,DRIED",carbohydrt,1 tbsp,285
"SPEARMINT,FRESH",carbohydrt,2 tbsp,44
"SPELT,CKD",carbohydrt,,127
"SPELT,UNCKD",carbohydrt,,338
"SPICES,BASIL,DRIED",carbohydrt,"1 tbsp, leaves",233
"SPICES,BAY LEAF",carbohydrt,"1 tbsp, crumbled",313
"SPICES,CARDAMOM",carbohydrt,"1 tbsp, ground",311
"SPICES,MUSTARD SD,GROUND",carbohydrt,1 tbsp,508
"SPICES,OREGANO,DRIED",carbohydrt,"1 tsp, ground",265
"SPICES,TARRAGON,DRIED",carbohydrt,"1 tbsp, leaves",295
"SPICES,THYME,DRIED",carbohydrt,"1 tbsp, leaves",276
SPINACH SOUFFLE,protein,"1 recipe,  yield",172
"SPINACH,CKD,BLD,DRND,W/SALT",carbohydrt,,23
"SPINACH,CKD,BLD,DRND,WO/ SALT",carbohydrt,,23
"SPINACH,CND,NO SALT,SOL&LIQUIDS",carbohydrt,,19
"SPINACH,CND,REG PK,DRND SOL",carbohydrt,,23
"SPINACH,CND,REG PK,SOL&LIQUIDS",carbohydrt,,19
"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT",carbohydrt,"1 package,  (10 oz) yields",34
"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,WO/SALT",carbohydrt,"1 package,  (10 oz) yields",34
"SPINACH,FRZ,CHOPD OR LEAF,UNPREP",carbohydrt,"1 package,  (10 oz)",29
"SPINACH,RAW",carbohydrt,1 bunch,23
"SPINY LOBSTER,MXD SP,CKD,MOIST HEAT",protein,1 lobster,143
"SPINY LOBSTER,MXD SP,RAW",protein,1 lobster,112
"SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE",carbohydrt,,71
"SPLIT PEA W/ HAM SOUP,CND,RED NA,PREP W/ H2O OR RTS",carbohydrt,,68
"SPOT,COOKED,DRY HEAT",protein,3 oz,158
"SPOT,RAW",protein,3 oz,123
"SQUAB,(PIGEON),LT MEAT WO/SKN,RAW",protein,"1 unit,  (yield from 1 lb ready-to-cook squab)",134
"SQUAB,(PIGEON),MEAT ONLY,RAW",protein,1 squab,142
"SQUAB,(PIGEON),MEAT&SKN,RAW",protein,"1 unit,  (yield from 1 lb ready-to-cook squab)",294
"SQUASH,INDIAN,CKD,BLD (NAVAJO)",carbohydrt,,16
"SQUASH,INDIAN,RAW (NAVAJO)",carbohydrt,,26
"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT",carbohydrt,,20
"SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,WO/SALT",carbohydrt,,20
"SQUASH,SMMR,ALL VAR,RAW",carbohydrt,1 large,16
"SQUASH,SMMR,CROOKNECK & STRAIGHTNECK,CKD,BLD,DRND,WO/ SALT",carbohydrt,".5 cup, slices",23
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT",carbohydrt,,19
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT",carbohydrt,"1 cup, mashed",13
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,W/SALT",carbohydrt,,25
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,WO/SALT",carbohydrt,,25
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,UNPREP",carbohydrt,,20
"SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW",carbohydrt,,19
"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT",carbohydrt,".5 cup, mashed",16
"SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,WO/SALT",carbohydrt,"1 cup, sliced",16
"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT",carbohydrt,".5 cup, mashed",15
"SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT",carbohydrt,".5 cup, mashed",15
"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,W/SALT",carbohydrt,,14
"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,WO/SALT",carbohydrt,,17
"SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,UNPREP",carbohydrt,"1 package,  (10 oz)",17
"SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW",carbohydrt,"1 cup, sliced",17
"SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CND",carbohydrt,,29
"SQUASH,SUMMER,SCALLOP,RAW",carbohydrt,,18
"SQUASH,WINTER,ACORN,RAW",carbohydrt,"1 squash,  (4 inch dia)",40
"SQUASH,WINTER,HUBBARD,RAW",carbohydrt,,40
"SQUASH,WNTR,ACORN,CKD,BKD,W/SALT",carbohydrt,,56
"SQUASH,WNTR,ACORN,CKD,BKD,WO/SALT",carbohydrt,,56
"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,W/SALT",carbohydrt,,34
"SQUASH,WNTR,ACORN,CKD,BLD,MSHD,WO/SALT",carbohydrt,,34
"SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT",carbohydrt,,37
"SQUASH,WNTR,ALL VAR,CKD,BKD,WO/SALT",carbohydrt,,37
"SQUASH,WNTR,ALL VAR,RAW",carbohydrt,,34
"SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT",carbohydrt,,40
"SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT",carbohydrt,,40
"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,W/SALT",carbohydrt,,39
"SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,WO/SALT",carbohydrt,,39
"SQUASH,WNTR,BUTTERNUT,FRZ,UNPREP",carbohydrt,"1 package,  (12 oz)",57
"SQUASH,WNTR,BUTTERNUT,RAW",carbohydrt,,45
"SQUASH,WNTR,HUBBARD,BKD,W/ SALT",carbohydrt,,50
"SQUASH,WNTR,HUBBARD,BKD,WO/ SALT",carbohydrt,,50
"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT",carbohydrt,,30
"SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,WO/SALT",carbohydrt,,30
"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,W/SALT",carbohydrt,,27
"SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT",carbohydrt,,27
"SQUASH,WNTR,SPAGHETTI,RAW",carbohydrt,,31
"SQUASH,ZUCCHINI,BABY,RAW",carbohydrt,1 medium,21
"SQUID,MIXED SPECIES,RAW",protein,3 oz,92
"SQUID,MXD SP,CKD,FRIED",protein,,175
"SQUIRREL,GROUND,MEAT (ALASKA NATIVE)",protein,,111
"STEELHEAD TROUT,BLD,CND (ALASKA NATIVE)",protein,,159
"STEELHEAD TROUT,DRIED,FLESH (SHOSHONE BANNOCK)",protein,,382
"STEW,DUMPLING W/ MUTTON (NAVAJO)",protein,,101
"STEW,HOMINY W/ MUTTON (NAVAJO)",carbohydrt,,83
"STEW,MOOSE (ALASKA NATIVE)",protein,,55
"STEW,MUTTON,CORN,SQUASH (NAVAJO)",protein,,103
"STEW,PINTO BEAN & HOMINY,BADUFSUKI (HOPI)",carbohydrt,,32
"STEW,STMD CORN (NAVAJO)",carbohydrt,,112
"STEW/SOUP,CARIBOU (ALASKA NATIVE)",carbohydrt,,41
"STINGING NETTLES,BLANCHED (NORTHERN PLAINS INDIANS)",carbohydrt,,42
"STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS",carbohydrt,,92
"STRAWBERRIES,FRZ,SWTND,SLICED",carbohydrt,"1 package,  (10 oz)",96
"STRAWBERRIES,FRZ,SWTND,WHL",carbohydrt,"1 package,  (10 oz)",78
"STRAWBERRIES,FRZ,UNSWTND",carbohydrt,"1 cup, unthawed",35
"STRAWBERRIES,RAW",carbohydrt,"1 cup, pureed",32
"STRAWBERRY-FLAVOR BEV MIX,PDR",carbohydrt,,389
"STRAWBERRY-FLAVOR BEV MIX,PDR,PREP W/ WHL MILK",carbohydrt,,88
"STRUDEL,APPLE",carbohydrt,1 piece,274
"STURGEON,MXD SP,CKD,DRY HEAT",protein,"1 cup, cooked",135
"STURGEON,MXD SP,RAW",protein,,105
"STURGEON,MXD SP,SMOKED",protein,3 oz,173
"SUBWAY,COLD CUT SUB ON WHITE BREAD,W/ LETTUCE & TOMATO",carbohydrt,"12 inch, sub",214
"SUBWAY,RST BF SUB ON WHITE BREAD,W/ LETTUCE & TOMATO",carbohydrt,"12 inch, sub",155
"SUBWAY,TUNA SUB ON WHITE BREAD,W/ LETTUCE & TOMATO",carbohydrt,"12 inch, sub",221
"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT",carbohydrt,,111
"SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,WO/SALT",carbohydrt,,115
"SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN",carbohydrt,,77
"SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS",carbohydrt,,63
"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,W/SALT",carbohydrt,,93
"SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,WO/SALT",carbohydrt,,93
"SUCCOTASH,(CORN&LIMAS),FRZ,UNPREP",carbohydrt,"1 package,  (10 oz)",93
"SUCCOTASH,(CORN&LIMAS),RAW",carbohydrt,,99
"SUCKER,WHITE,CKD,DRY HEAT",protein,3 oz,119
"SUCKER,WHITE,RAW",protein,1 fillet,92
"SUGAR,TURBINADO",carbohydrt,1 cup,399
"SUGAR-APPLES,(SWEETSOP),RAW",carbohydrt,"1 fruit,  (2-7/8"" dia)",94
"SUGARS,BROWN",carbohydrt,"1 cup,  packed",380
"SUGARS,GRANULATED",carbohydrt,1 tsp,387
"SUGARS,MAPLE",carbohydrt,1 oz,354
"SUGARS,POWDERED",carbohydrt,"1 cup, sifted",389
"SUNFISH,PUMPKIN SD,CKD,DRY HEAT",protein,3 oz,114
"SUNFISH,PUMPKIN SEED,RAW",protein,3 oz,89
"SUNFLOWER SD BUTTER,W/SALT",carbohydrt,1 oz,617
"SUNFLOWER SD BUTTER,WO/SALT",carbohydrt,1 oz,617
"SUNFLOWER SD FLR,PART DEFATTED",protein,1 tbsp,326
"SUNFLOWER SD KRNLS,DRIED",protein,1 cup,584
"SUNFLOWER SD KRNLS,DRY RSTD,W/SALT",carbohydrt,1 oz,582
"SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT",carbohydrt,1 oz,582
"SUNFLOWER SD KRNLS,OIL RSTD,W/SALT",carbohydrt,1 oz,592
"SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT",carbohydrt,1 oz,592
"SUNFLOWER SD KRNLS,TSTD,W/SALT",carbohydrt,1 oz,619
"SUNFLOWER SD KRNLS,TSTD,WO/SALT",carbohydrt,1 oz,619
"SUNSHINE,CHEEZ-IT,100 CAL RIGHT BITES,EX CHEESY PARTY MIX",carbohydrt,,473
"SUNSHINE,CHEEZ-IT,100 CAL RIGHT BITES,RED FAT",carbohydrt,,452
"SUNSHINE,CHEEZ-IT,ASIAGO CRACKERS",carbohydrt,,502
"SUNSHINE,CHEEZ-IT,BABY SWISS CRACKERS",carbohydrt,1 pouch,503
"SUNSHINE,CHEEZ-IT,BIG CRACKERS",carbohydrt,,507
"SUNSHINE,CHEEZ-IT,CHEDDAR JACK CRACKERS",carbohydrt,1 pouch,460
"SUNSHINE,CHEEZ-IT,COLBY CRACKERS",carbohydrt,1 pouch,512
"SUNSHINE,CHEEZ-IT,CRACKERS (MADE W/ WHL GRAIN)",carbohydrt,,511
"SUNSHINE,CHEEZ-IT,DUOZ SHARP CHEDDAR PARMESAN CRACKERS",carbohydrt,,500
"SUNSHINE,CHEEZ-IT,DUOZ SMOKED CHEDDAR MONTEREY JACK CRACKERS",carbohydrt,,507
"SUNSHINE,CHEEZ-IT,HOT & SPICY CRACKERS",carbohydrt,,513
"SUNSHINE,CHEEZ-IT,ITALIAN FOUR CHS CRACKERS",carbohydrt,,500
"SUNSHINE,CHEEZ-IT,MOZZARELLA CRACKERS",carbohydrt,,500
"SUNSHINE,CHEEZ-IT,ORIGINAL CRACKERS",carbohydrt,1 package,507
"SUNSHINE,CHEEZ-IT,PARMESAN GARLIC CRACKERS",carbohydrt,,503
"SUNSHINE,CHEEZ-IT,PEPPER JACK CRACKERS",carbohydrt,,503
"SUNSHINE,CHEEZ-IT,RED FAT CRACKERS",carbohydrt,1 package,449
"SUNSHINE,CHEEZ-IT,SCRABBLE JR. CRACKERS",carbohydrt,,466
